CLIENT_SUBCATEGORY,CLIENT_CATEGORY,GDW_SUBCAT,GDW_CAT,DIRECT_INDIRECT,INDUSTRY,SUM(TOTAL_AMOUNT)
SECURITY MONITORING EQUIPMENT,BUILDING & FACILITIES MANAGEMENT,APP & INFRA SECURITY,INFORMATION TECHNOLOGY,INDIRECT,Retail,20464185.96
HR CONSULTING SERVICES,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Retail,13869312.5
SIGNAGE,DESIGN & CONSTRUCTION,SIGNAGE,REAL ESTATE & FACILITIES,INDIRECT,Retail,871161.3216
INTELLECTUAL PROPERTY,LEGAL SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Pharmaceuticals,61607723.61
GLOBAL MOBILITY SERVICES,HR SERVICES,RELOCATION SERVICES,HR,INDIRECT,Pharmaceuticals,7050483.105
FUEL,FLEET MANAGEMENT,FUEL,FLEET,INDIRECT,Pharmaceuticals,123.16
GENERATORS,REAL ESTATE & FACILITIES,GENERATORS,REAL ESTATE & FACILITIES,INDIRECT,Industrial Manufacturing,53315.36355
RENT / MISCELLANEOUS FACILITIES SERVICES,REAL ESTATE & FACILITIES,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),57135021.7
ELECTRICITY,UTILITIES,ELECTRICITY,UTILITIES,INDIRECT,Consumer Packaged Goods (CPG),5941902.53
TESTING & TEST DATA MGMT,INFORMATION TECHNOLOGY,TESTING & TEST DATA MGMT,INFORMATION TECHNOLOGY,INDIRECT,Consumer Packaged Goods (CPG),571152.55
BARCODE PRINTERS & SCANNERS,INFORMATION TECHNOLOGY,BARCODE PRINTERS & SCANNERS,INFORMATION TECHNOLOGY,INDIRECT,Consumer Packaged Goods (CPG),345726.55
BUILDING REPAIR & MAINTENANCE,REAL ESTATE & FACILITIES,BUILDING REPAIR & MAINTENANCE,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),694991.14
THIRD PARTY ADMINISTRATOR,HR,THIRD PARTY ADMINISTRATOR,HR,INDIRECT,Consumer Packaged Goods (CPG),1617747.14
ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Consumer Packaged Goods (CPG),5799816.82
RACKING & SHELVING,MRO,RACKING & SHELVING,MRO,INDIRECT,Consumer Packaged Goods (CPG),1136675.69
TRAILER YARD MANAGEMENT / YARD JOCKEYS,FLEET,TRAILER YARD MANAGEMENT / YARD JOCKEYS,FLEET,INDIRECT,Consumer Packaged Goods (CPG),95635.67
PAYROLL PROCESSING,HR,PAYROLL PROCESSING,HR,INDIRECT,Consumer Packaged Goods (CPG),37872.5
EVENTS & CONFERENCES,MARKETING & COMMUNICATIONS,EVENTS & CONFERENCES,MARKETING,,Banking,1572080.304
IT SECURITY & COMPLIANCE SERVICES,PROFESSIONAL & CONSULTING SERVICES,IT SECURITY CONSULTING,INFORMATION TECHNOLOGY,,Banking,421853.2379
SEA & SEO,MARKETING & COMMUNICATIONS,DIGITAL MEDIA BUYING & PLANNING,MARKETING,,Banking,10656576.13
HR CONSULTING,PROFESSIONAL SERVICES,HR SERVICES,HR,INDIRECT,Energy & Utilities,687937.88
SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,,Energy & Utilities,212857.81
EQUIPMENT,EQUIPMENT,EQUIPMENT,CONSTRUCTION & EQUIPMENT,INDIRECT,Energy & Utilities,3097140.75
ACCOUNTING & AUDITING,PROFESSIONAL SERVICES,ACCOUNTING & AUDITING,PROFESSIONAL SERVICES,,Energy & Utilities,8201230.09
"DRUMS, TOTES & PAILS",PACKAGING PRODUCTS,"DRUMS, TOTES & PAILS",PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Energy & Utilities,321214
METALWORKING,MRO,METAL FABRICATION,METALWORKING,INDIRECT,Energy & Utilities,111296.5
BUILDING CONSTRUCTION,REAL ESTATE & FACILITIES,BUILDING CONSTRUCTION,CONSTRUCTION & EQUIPMENT,INDIRECT,Business Services,43600270.71
FUEL PROGRAM,FLEET,FUEL,FLEET,INDIRECT,Not For Profit,92594496.37
OFFICE SUPPLIES AND SERVICES,ADMINISTRATIVE PRODUCTS & SERVICES,OFFICE SUPPLIES,CORPORATE,INDIRECT,Not For Profit,58505519.29
MAINTENANCE & REPAIRS,FLEET,FLEET MAINTENANCE & REPAIR,FLEET,INDIRECT,Not For Profit,100653756
WAREHOUSING & FULFILLMENT,FREIGHT & LOGISTICS,WAREHOUSING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Not For Profit,2658130.71
RENTALS,FLEET,AUTO RENTAL,TRAVEL,INDIRECT,Not For Profit,8947194.75
MEDICAL TRAINING & CERTIFICATIONS,HUMAN RESOURCES,TRAINING & DEVELOPMENT,HR,INDIRECT,Not For Profit,14936822.58
EQUIPMENT RENTAL,MRO,EQUIPMENT RENTAL,MRO,INDIRECT,Business Services,53942178.48
LIFE & DISABILITY INSURANCE,BENEFITS,LIFE & DISABILITY INSURANCE,HR,INDIRECT,Business Services,16110988.35
DOCUMENT MANAGEMENT & SHREDDING,CORPORATE,DOCUMENT MANAGEMENT & SHREDDING,CORPORATE,INDIRECT,Electronics,189226.94
MATERIAL HANDLING EQUIPMENT,MRO,EQUIPMENT,CONSTRUCTION & EQUIPMENT,INDIRECT,Electronics,334475.3664
OUTSOURCED SUPPLY CHAIN MANAGEMENT,TRANSPORTATION & LOGISTICS,THIRD PARTY LOGISTICS (3PL),TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Electronics,176443.21
BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Electronics,682645.5869
WATER TREATMENT,REAL ESTATE & FACILITIES,WATER TREATMENT,REAL ESTATE & FACILITIES,INDIRECT,Electronics,634449.01
PAINTING SERVICES,REAL ESTATE & FACILITIES,PAINTING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Electronics,38050.91
Small Parcel Shipping,Transportation & Logistics,SMALL PARCEL SHIPPING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Manufacturing,42799653.71
Machining & Fabrication,Equipment,METAL FABRICATION,METALWORKING,INDIRECT,Manufacturing,53379691.66
Commissions / Incentives,Unaddressable,COMMISSIONS,UNADDRESSABLE,,Manufacturing,4657384.2
Barcode & Labels,Packing and Shipping Supplies,LABELS,PRINT,INDIRECT,Manufacturing,156396038.9
"Air Compressors, HVAC Equipment & Process Water",Equipment,HVAC/R,REAL ESTATE & FACILITIES,INDIRECT,Manufacturing,41744074.35
Flooring & Carpeting,Facilities Management & Maintenance,FLOORING,CONSTRUCTION & EQUIPMENT,INDIRECT,Manufacturing,311609.73
Paper,Raw Materials,UNCOATED,PAPER,DIRECT,Manufacturing,57438685.91
Locksmith,Facilities Management & Maintenance,LOCKSMITH,REAL ESTATE & FACILITIES,INDIRECT,Manufacturing,263574.94
Office Furniture,Administrative Products & Services,OFFICE FURNITURE,REAL ESTATE & FACILITIES,,Manufacturing,627255.42
Telecommunications Equipment,Telecommunications,TELECOM & CONTACT INFRASTRUCTURE,INFORMATION TECHNOLOGY,INDIRECT,Manufacturing,609316.75
LEGAL FEES,LEGAL SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Education,3959752.784
AIR TRAVEL,BUSINESS TRAVEL & EXPENSES,AIRFARE,TRAVEL,,Manufacturing,4352462.861
AUTOMATION & CONTROL SYSTEMS,IT & SOFTWARE INVESTMENTS,CONTROL & AUTOMATION,MRO,,Manufacturing,3126510.342
WELDING WIRE,WELDING CONSUMABLES,WELDING SUPPLIES & GASES,MRO,,Manufacturing,198860.6569
BEVERAGES & REFRESHMENTS,WORKPLACE & EMPLOYEE AMENITIES,BEVERAGES,FOOD AND INGREDIENTS,,Manufacturing,629127.4578
ACCOUNTING,FINANCIAL SERVICES,ACCOUNTING & AUDITING,PROFESSIONAL SERVICES,,Manufacturing,1162500
KITCHEN & BREAKROOM SUPPLIES,WORKPLACE & EMPLOYEE AMENITIES,BREAKROOM SERVICES,REAL ESTATE & FACILITIES,,Manufacturing,9313.890035
INDUSTRIAL GASES,UTILITIES,INDUSTRIAL GASES,MRO,INDIRECT,Business Services,12538983.81
PACKAGING EQUIPMENT,OPERATIONS CAPITAL,PACKAGING EQUIPMENT,CONSTRUCTION & EQUIPMENT,INDIRECT,Food and Beverage,158905832.9
CORRUGATED,PACKAGING RM,CORRUGATED,PACKAGING PRODUCTS,INDIRECT,Food and Beverage,449211946.8
OFFICE FURNITURE,OPERATIONS CAPITAL,OFFICE FURNITURE,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,5355838.443
EQUIPMENT MAINTENANCE & REPAIR,MRO,EQUIPMENT MAINTENANCE & REPAIR,MRO,INDIRECT,"Waste Treatment, Environmental Services & Recycling",58580292.56
ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,"Waste Treatment, Environmental Services & Recycling",51645390.81
PRODUCTION SERVICES,MARKETING,MEDIA PRODUCTION,MARKETING,INDIRECT,"Waste Treatment, Environmental Services & Recycling",2597180.112
PASSENGER RAIL,TRAVEL,PASSENGER RAIL,TRAVEL,INDIRECT,"Waste Treatment, Environmental Services & Recycling",86963.14
ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,INDIRECT,"Waste Treatment, Environmental Services & Recycling",60703775.81
COMMERCIAL PRINT,MARKETING SERVICES,COMMERCIAL PRINT,PRINT,INDIRECT,Broadcast Media,11007216.37
LEGAL SERVICES,LEGAL SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Broadcast Media,76644765.52
UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,UNADDRESSABLE,Broadcast Media,9630478.28
SET BUILDING,MEDIA PRODUCTION,SET BUILDING,MARKETING,DIRECT,Broadcast Media,2470265.59
CONTACT CENTER SOFTWARE,SOFTWARE,CONTACT CENTER SOFTWARE,INFORMATION TECHNOLOGY,INDIRECT,Broadcast Media,6672570.4
DAY PORTER SERVICE,JANITORIAL SERVICES,DAY PORTER SERVICE,REAL ESTATE & FACILITIES,INDIRECT,Broadcast Media,105329.28
PETTY CASH,UNADDRESSABLE,PETTY CASH,UNADDRESSABLE,UNADDRESSABLE,Broadcast Media,310
BUILDING MANAGEMENT SYSTEM,BUILDING REPAIR & MAINTENANCE,BUILDING MANAGEMENT SYSTEM,REAL ESTATE & FACILITIES,INDIRECT,Broadcast Media,40549.52
INTERNAL TRANSFERS,UNADDRESSABLE,INTERNAL TRANSFERS,UNADDRESSABLE,UNADDRESSABLE,Broadcast Media,18388.39839
EQUIPMENT RENTAL,MRO SERVICES,EQUIPMENT RENTAL,MRO,INDIRECT,Food and Beverage,17447150.91
PUMPS & COMPRESSORS,MRO SUPPLIES,PUMP & MOTOR REPAIRS,MRO,INDIRECT,Food and Beverage,9816227.807
EXTERNAL TRAINING PROGRAMS,LEARNING AND DEVELOPMENT,TRAINING & DEVELOPMENT,HR,INDIRECT,Food and Beverage,15843245.66
IT DOMAIN NAME & HOSTING,IT SERVICES,DOMAIN NAME & HOSTING,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,2108566.121
HIRE CAR,TRAVEL MANAGEMENT,CAR SERVICE,TRAVEL,INDIRECT,Food and Beverage,412967.2963
TAX ADVISORY AND COMPLIANCE,FINANCIAL SERVICES,TAX SERVICES,PROFESSIONAL SERVICES,INDIRECT,Food and Beverage,6287081.951
TRAILER RENTAL & LEASING,FACILITIES AND MAINTENANCE,TRAILER RENTAL & LEASING,FLEET,INDIRECT,Food and Beverage,3205424.579
EXPENSE MANAGEMENT SYSTEMS,TRAVEL,EXPENSE MANAGEMENT SOFTWARE,INFORMATION TECHNOLOGY,,Food and Beverage,700316.95
ADVERTISING AGENCIES,ADVERTISING AGENCIES,ADVERTISING AGENCIES,MARKETING,INDIRECT,Media,361719725
GENERAL CONSULTING,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Media,182155686.6
BUILDING & CONSTRUCTION,FACILITIES MANAGEMENT & MAINTENANCE,BUILDING CONSTRUCTION,CONSTRUCTION & EQUIPMENT,INDIRECT,Media,32172219.89
COMMERCIAL PRINTING,ADVERTISING & MARKETING,COMMERCIAL PRINT,PRINT,INDIRECT,Media,16073859.39
LEGAL SERVICES,PROFESSIONAL SERVICES,LEGAL SERVICES,PROFESSIONAL SERVICES,INDIRECT,Media,238119163.5
PROMOTIONAL PRODUCTS,ADVERTISING & MARKETING,PROMOTIONAL PRODUCTS,MARKETING,INDIRECT,Media,34657314.64
AV & DISPLAY TECHNOLOGY,INFORMATION TECHNOLOGY,AV & DISPLAY TECHNOLOGY,INFORMATION TECHNOLOGY,INDIRECT,Hospitality,5169368.76
ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Hospitality,7180871.01
PLUMBING SERVICES,FACILITIES,PLUMBING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Hospitality,1250292.31
CAR SERVICE,TRAVEL,CAR SERVICE,TRAVEL,INDIRECT,Hospitality,6916061.27
FACILITY / PROPERTY RENT,REAL ESTATE AND MEMBER SERVICES,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Hospitality,910256.38
PEST CONTROL,FACILITIES,PEST CONTROL,REAL ESTATE & FACILITIES,INDIRECT,Hospitality,1775755.48
PVF,MRO,INDUSTRIAL PVF,MRO,INDIRECT,Hospitality,64400
BAGS & SACKS,PACKAGING PRODUCTS,BAGS & SACKS,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Hospitality,1915047.43
PUBLICATIONS (PRINT & DIGITAL),MARKETING,WORKING MEDIA - PUBLICATIONS (PRINT & DIGITAL),MARKETING,INDIRECT,Hospitality,865380.65
PAYROLL PROCESSING,HR,PAYROLL PROCESSING,HR,INDIRECT,Hospitality,710667.53
COLLECTION SERVICES,PROFESSIONAL SERVICES,COLLECTION SERVICES,PROFESSIONAL SERVICES,,Hospitality,247968.76
WINDOW WASHING,JANITORIAL,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Hospitality,75854
REVENUE ADJUSTMENTS / REIMBURSEMENTS,CORPORATE,REVENUE ADJUSTMENTS / REIMBURSEMENTS,UNADDRESSABLE,UNADDRESSABLE,Hospitality,346364.44
PACKAGING SUPPLIES,PACKAGING PRODUCTS,PACKAGING SUPPLIES,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Chemicals,7791462.83
THIRD PARTY LOGISTICS (3PL),TRANSPORTATION & LOGISTICS,THIRD PARTY LOGISTICS (3PL),TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Chemicals,173009895.6
BUILDING REPAIR & MAINTENANCE,FACILITY SERVICES,BUILDING REPAIR & MAINTENANCE,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,1943155.26
PPE,MRO AND CAPITAL EQUIPMENT,SAFETY SUPPLIES,MRO,INDIRECT,Chemicals,2052383.682
VENDING,FACILITY SERVICES,VENDING,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,25285.03241
PAYROLL SERVICE,HR,PAYROLL PROCESSING,HR,INDIRECT,Chemicals,12263.24684
ACCOUNTING & AUDITING,FINANCE & RISK,ACCOUNTING & AUDITING,PROFESSIONAL SERVICES,INDIRECT,Finance,33708203.39
CONTROL & AUTOMATION,MRO,CONTROL & AUTOMATION,MRO,INDIRECT,Finance,50741.8335
DOMESTIC PARCELS ROAD TRANSPORTATION,TRANSPORTATION & LOGISTICS,SMALL PARCEL SHIPPING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Consumer Packaged Goods (CPG),1320.11057
SECONDARY PACKAGING - OTHER,SECONDARY PACKAGING,MEDICAL & PHARMACEUTICAL PACKAGING,MEDICAL PRODUCTS/SERVICES,INDIRECT,Pharmaceuticals,5184277.262
LEAFLET,SECONDARY PACKAGING,PAPERS,PRINT,INDIRECT,Pharmaceuticals,34630987.31
CLEANERS SERVICES,FACILITIES MANAGEMENT & MAINTENANCE,UNIFORM & LINEN SERVICE,MRO,INDIRECT,Media,328755.0487
METALWORKING,MRO,METAL FABRICATION,METALWORKING,INDIRECT,Business Services,269435.75
ELECTRICAL SUBCONTRACTOR,DIRECT,ELECTRICAL SERVICES,REAL ESTATE & FACILITIES,DIRECT,Business Services,13546783.37
HANDYMAN,REAL ESTATE & FACILITIES,BUILDING REPAIR & MAINTENANCE,REAL ESTATE & FACILITIES,INDIRECT,Business Services,126939.78
FRANCHISE & ACQUISITION FEES,UNADDRESSABLE,FRANCHISE & ACQUISITION FEES,UNADDRESSABLE,UNADDRESSABLE,Business Services,931757.24
DISPLAY CASES/COOLERS,DIRECT,FIXTURES & DISPLAYS,STORE OPERATIONS,DIRECT,Business Services,32640789.03
LIFE & DISABILITY INSURANCE,HR,LIFE & DISABILITY INSURANCE,HR,INDIRECT,Manufacturing,103716757.4
RECRUITING,HR,RECRUITING,HR,INDIRECT,Manufacturing,10325674.17
ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Manufacturing,1868424.501
ELECTRONICS,MRO,ELECTRONICS,MRO,INDIRECT,Manufacturing,133290538.1
BOILER OPERATIONS,REAL ESTATE & FACILITIES,BOILERS,REAL ESTATE & FACILITIES,INDIRECT,Manufacturing,864492.76
FREIGHT FORWARDING,TRANSPORTATION & LOGISTICS,FREIGHT FORWARDING,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Manufacturing,164487423
CHEMICALS/REAGENTS,MRO,CHEMICALS/REAGENTS,MRO,INDIRECT,Manufacturing,72143045.05
MILEAGE REIMBURSEMENT,FLEET,MILEAGE REIMBURSEMENT,FLEET,INDIRECT,Manufacturing,1819528.72
SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,,Manufacturing,7932886.103
LABELS,PRINT,LABELS,PRINT,INDIRECT,Manufacturing,10106528.39
HVAC/R,REAL ESTATE & FACILITIES,HVAC/R,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,2877849.059
POINT OF SALE EQUIPMENT,INFORMATION TECHNOLOGY,POINT OF SALE EQUIPMENT,INFORMATION TECHNOLOGY,INDIRECT,Chemicals,7.58
JANITORIAL SERVICES,REAL ESTATE & FACILITIES,JANITORIAL SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,3274666.569
TOLLS,TRAVEL,TOLLS,TRAVEL,INDIRECT,Chemicals,215177.7
AV & DISPLAY TECHNOLOGY,INFORMATION TECHNOLOGY,AV & DISPLAY TECHNOLOGY,INFORMATION TECHNOLOGY,INDIRECT,Chemicals,405710.9816
PARKING,TRAVEL,PARKING,TRAVEL,INDIRECT,Chemicals,188027.6116
MAR TECH - ADVERTISING & PROMOTIONS,MARKETING,MAR TECH - ADVERTISING & PROMOTIONS,MARKETING,INDIRECT,Chemicals,26785.8
OEM PARTS / SPARES,MRO,OEM PARTS / SPARES,MRO,INDIRECT,Chemicals,13716.23801
SPONSORSHIPS,MARKETING,SPONSORSHIPS,MARKETING,,Chemicals,89654.53093
LABELS,PRINT,LABELS,PRINT,INDIRECT,Chemicals,920975.4921
ELECTRICITY,UTILITIES,ELECTRICITY,UTILITIES,INDIRECT,Chemicals,10371571.93
"TESTING, INSPECTION & CERTIFICATION",MRO,QUALITY TESTING & INSPECTION,OUTSIDE PROCESSING,INDIRECT,Chemicals,3766525.768
DIGITAL,MARKETING,DIGITAL MEDIA BUYING & PLANNING,MARKETING,INDIRECT,Chemicals,428496.386
UNIFORM & LINEN SERVICE,MRO,UNIFORM & LINEN SERVICE,MRO,INDIRECT,Chemicals,2872547.302
INTEGRATED FACILITIES MANAGEMENT,REAL ESTATE & FACILITIES,INTEGRATED FACILITIES MANAGEMENT,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,1577449.107
INTERIOR PLANTS,REAL ESTATE & FACILITIES,INTERIOR PLANTS,REAL ESTATE & FACILITIES,INDIRECT,Chemicals,28091.74638
MAR TECH - COMMERCE & SALES,MARKETING,MAR TECH - COMMERCE & SALES,MARKETING,INDIRECT,Chemicals,1184522.964
WATER & SEWER,UTILITIES,WATER & SEWER,UTILITIES,INDIRECT,Chemicals,1162945.851
INVESTOR RELATIONS SERVICES,CORPORATE,INVESTOR RELATIONS SERVICES,CORPORATE,INDIRECT,Chemicals,223149.6091
DEDICATED CONTRACT SERVICES,TRANSPORTATION & LOGISTICS,DEDICATED CONTRACT SERVICES,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Chemicals,797512.2096
IT Consulting,IT,IT CONSULTING,INFORMATION TECHNOLOGY,INDIRECT,Insurance,111917741.6
Corporate Insurance,Insurance,CORPORATE INSURANCE,CORPORATE,INDIRECT,Insurance,431095801.2
Cafeteria / Catering Services,Real Estate & Facilities,FOOD SERVICES,REAL ESTATE & FACILITIES,,Insurance,6510616.19
Waste Disposal,Real Estate & Facilities,WASTE DISPOSAL & RECYCLING,REAL ESTATE & FACILITIES,,Insurance,1019353.16
Signage & Displays,Marketing,SIGNAGE & GRAPHICS,PRINT,INDIRECT,Communications,96010.62
RETAIL PACKAGING,PACKAGING PRODUCTS,RETAIL PACKAGING,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Chemicals,65892.03
ENVIRONMENTAL SERVICES,PROFESSIONAL SERVICES,ENVIRONMENTAL CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Manufacturing,10533364.77
METALS,RAW MATERIALS,METAL FABRICATION,METALWORKING,DIRECT,Manufacturing,63505557.35
MEETING / COWORKING SPACES,CORPORATE,MEETING / COWORKING SPACES,CORPORATE,INDIRECT,Manufacturing,580380.5253
OTHER TRAVEL & ENTERTAINMENT,BUSINESS TRAVEL,MEALS & ENTERTAINMENT,TRAVEL,INDIRECT,Manufacturing,4438038.485
CAPITAL HVAC & REFRIGERATION,CAPITAL EQUIPMENT,HVAC & PLUMBING SUPPLIES,MRO,DIRECT,Manufacturing,15865217.87
BUILDING LEASING,CORPORATE,FACILITY / PROPERTY RENT,REAL ESTATE & FACILITIES,INDIRECT,Manufacturing,41139425.47
CONSTRUCTION,CAPITAL SERVICES,MEP CONSTRUCTION SERVICES,CONSTRUCTION & EQUIPMENT,INDIRECT,Manufacturing,104618935.1
CREDIT REPORTING AGENCIES,CORPORATE,CREDIT REPORTING AGENCIES,CORPORATE,INDIRECT,Manufacturing,111844.4699
ELECTRONICS,REAL ESTATE & FACILITIES,ELECTRONICS,MRO,INDIRECT,Retail,24373.13
JANITORIAL SUPPLIES,REAL ESTATE & FACILITIES,JANITORIAL SUPPLIES,MRO,INDIRECT,Retail,563706.67
APP & INFRA MONITORING,INFORMATION TECHNOLOGY,APP & INFRA MONITORING,INFORMATION TECHNOLOGY,INDIRECT,Retail,4736528
CUSTOMS BROKERAGE,TRANSPORTATION & LOGISTICS,CUSTOMS BROKERAGE,TRANSPORTATION & LOGISTICS,,Retail,2635787.03
HCM & PAYROLL SOLUTIONS,INFORMATION TECHNOLOGY,HCM & PAYROLL SOLUTIONS,INFORMATION TECHNOLOGY,INDIRECT,Retail,2416298.51
AUTOMATION (BPA & RPA),INFORMATION TECHNOLOGY,AUTOMATION (BPA & RPA),INFORMATION TECHNOLOGY,INDIRECT,Retail,933589.32
HAZARDOUS WASTE MANAGEMENT,REAL ESTATE & FACILITIES,HAZARDOUS WASTE MANAGEMENT,REAL ESTATE & FACILITIES,INDIRECT,Food & Beverage,29729.67562
OFFICE FURNITURE (CAPEX),OFFICE FURNITURE,OFFICE FURNITURE,REAL ESTATE & FACILITIES,INDIRECT,Pharmaceuticals,3199.95
TOLLS,TRAVEL,TOLLS,TRAVEL,INDIRECT,Hospitality,227.16
COLLABORATION SOLUTIONS,INFORMATION TECHNOLOGY,ENTERPRISE COMMUNICATIONS,INFORMATION TECHNOLOGY,INDIRECT,Hospitality,54066.58
BUILDING MATERIALS,REAL ESTATE & FACILITIES,BUILDING MATERIALS,MRO,INDIRECT,Transportation,65076.08359
ACCOUNTING & AUDITING,FINANCE,ACCOUNTING & AUDITING,PROFESSIONAL SERVICES,INDIRECT,Transportation,6307335.036
ADVISORY & MANAGEMENT CONSULTING,CONSULTING / ADVISORY SERVICES,ADVISORY & MANAGEMENT CONSULTING,PROFESSIONAL SERVICES,INDIRECT,Food and Beverage,141463783.7
MAR TECH - MANAGEMENT,MAR TECH,MAR TECH - MANAGEMENT,MARKETING,INDIRECT,Food and Beverage,130103.93
MAR TECH - SOCIAL & RELATIONSHIPS,MAR TECH,MAR TECH - SOCIAL & RELATIONSHIPS,MARKETING,INDIRECT,Food and Beverage,152404.45
INTERMODAL,THIRD PARTY CARRIERS,INTERMODAL,TRANSPORTATION & LOGISTICS,LOGISTICS & PACKAGING,Food and Beverage,46159568
PLUMBING SERVICES,FACILITIES SERVICES,PLUMBING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,10123982.58
ALMONDS,INGREDIENTS,DRY GOODS,FOOD AND INGREDIENTS,DIRECT,Food and Beverage,185976.51
LANDSCAPING & SNOW REMOVAL,FACILITIES SERVICES,LANDSCAPING & SNOW REMOVAL,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,2722315.13
COMMERCIAL PRINT,PRINT,COMMERCIAL PRINT,PRINT,INDIRECT,Food and Beverage,3005431.062
TELECOM & CONTACT INFRASTRUCTURE,TELECOM,TELECOM & CONTACT INFRASTRUCTURE,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,8633293.28
BUILDING ENGINEERING SERVICES,FACILITIES SERVICES,BUILDING ENGINEERING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,5349791.41
PLASTIC CUPS,PLASTIC PACKAGING,PLASTIC CONTAINERS/TOTES,PACKAGING PRODUCTS,LOGISTICS & PACKAGING,Food and Beverage,78537380.62
LIFT TRUCK MAINTENANCE & REPAIR,LIFT TRUCKS,LIFT TRUCK MAINTENANCE & REPAIR,MATERIAL HANDLING EQUIPMENT,INDIRECT,Food and Beverage,421313.22
SUPPLY CHAIN SOFTWARE,SOFTWARE,SUPPLY CHAIN SOFTWARE,INFORMATION TECHNOLOGY,,Food and Beverage,7212002.19
AIR COMPRESSORS,FACILITIES SERVICES,AIR COMPRESSORS,REAL ESTATE & FACILITIES,INDIRECT,Food and Beverage,3327559.13
IT STAFFING,IT SERVICES,IT STAFFING,INFORMATION TECHNOLOGY,INDIRECT,Food and Beverage,19977.3
FORMS,PRINT,FORMS,PRINT,INDIRECT,Food and Beverage,6725.21
SW Purchase / Maintenance,IT Products & Services,SOFTWARE,INFORMATION TECHNOLOGY,,Consumer Packaged Goods (CPG),132235015.1
Collection Agencies,Professional Services,COLLECTION SERVICES,PROFESSIONAL SERVICES,INDIRECT,Consumer Packaged Goods (CPG),2047749.682
"Flowers, Gifts & Misc",Administrative Products & Services,FLOWERS & GIFTS,CORPORATE,,Consumer Packaged Goods (CPG),4784854.566
Plumbing,Facilities Management & Maintenance,PLUMBING SERVICES,REAL ESTATE & FACILITIES,INDIRECT,Consumer Packaged Goods (CPG),3920363.159
